review_id,question_id,claim_id,evidence_id,question,claim_text,evidence_text,doc_id,page_num,machine_grade,machine_confidence,issue_type,review_question,machine_rationale,human_grade,human_covered_claims,human_decision,human_notes,adjudicator,adjudicated_grade,adjudication_notes
R00088,Q020,Q020-C13,,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,Deberá informar a su médico si experimenta sangrado o secreción vaginal y trastornos visuales.,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",many_claims_from_single_question;source_evidence_ids=Q020_E01;Q020_E02;Q020_E03;Q020_E04;Q020_E05;Q020_E06,,,accept,keep,,,
R00089,Q020,Q020-C14,,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,"Su médico puede ayudarle a controlar los sofocos, el aumento de la sudoración y las náuseas.",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",many_claims_from_single_question;source_evidence_ids=Q020_E01;Q020_E02;Q020_E03;Q020_E04;Q020_E05;Q020_E06,,,accept,keep,,,
R00090,Q020,Q020-C14,Q020-E0047,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,"Su médico puede ayudarle a controlar los sofocos, el aumento de la sudoración y las náuseas.","Su médico podrá ayudarle a prevenir o controlar las náuseas, vómitos o estreñimiento.",mama_es_esmo_guia-para-pacientes_v1,41,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.7500; text_verified_in=DB_snapshot,3,Q020-C14,accept,La evidencia si apoya el claim.,,,
R00091,Q020,Q020-C14,Q020-E0057,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,"Su médico puede ayudarle a controlar los sofocos, el aumento de la sudoración y las náuseas.","Los efectos en el sistema gastrointestinal (náuseas, vómitos, diarrea, estomatitis) pueden provocar la pérdida del apetito (anorexia). Su médico podrá ayudarle a prevenir o controlar estos efectos secundarios. Para prevenir y tratar la estomatitis puede mantener una buena higiene oral usando un enjuague bucal con esteroides y una pasta dental suave.",mama_es_esmo_guia-para-pacientes_v1,53,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.7500; text_verified_in=DB_snapshot,3,Q020-C14,accept,La evidencia si apoya el claim.,,,
R00092,Q020,Q020-C14,Q020-E0060,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,"Su médico puede ayudarle a controlar los sofocos, el aumento de la sudoración y las náuseas.","Los efectos en el sistema gastrointestinal (náuseas, vómitos, diarrea, estreñimiento y estomatitis) pueden provocar sensaciones de debilidad (astenia). Su médico podrá ayudarle a prevenir o controlar estos efectos secundarios.",mama_es_esmo_guia-para-pacientes_v1,55,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.7500; text_verified_in=DB_snapshot,3,Q020-C14,accept,La evidencia si apoya el claim.,,,
R00093,Q020,Q020-C14,Q020-E0102,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,"Su médico puede ayudarle a controlar los sofocos, el aumento de la sudoración y las náuseas.","Informe a su médico si experimenta mareos, astenia o retención de líquidos/hinchazón (edema), le ayudará a controlar estos efectos secundarios Comunique a su médico cualquier efecto gastrointestinal, como el estreñimiento, las náuseas y el dolor abdominal Su médico puede ayudarle a sobrellevar los",prostata_es_esmo_guia-para-pacientes_2022,44,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.8750; text_verified_in=DB_snapshot,3,Q020-C14,accept,La evidencia si apoya el claim.,,,
R00094,Q020,Q020-C14,Q020-E0104,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,"Su médico puede ayudarle a controlar los sofocos, el aumento de la sudoración y las náuseas.","Su médico puede ayudarle a sobrellevar los efectos hormonales como los sofocos, la sudoración, la atrofia testicular y los problemas sexuales Triptorelina (Decapeptyl RCP, 2017) Astenia Aumento de la sudoración",prostata_es_esmo_guia-para-pacientes_2022,46,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.8750; text_verified_in=DB_snapshot,1,,reject,"Aunque parece que la evidencia resplada el claim, la evidencia habla sobre cáncer de próstata y el tamoxifeno es un tratamiento para cáncer de mama.",,,
R00095,Q020,Q020-C15,,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,Patients on tamoxifen treatment will require age-appropriate gynecological screening.,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",many_claims_from_single_question;source_evidence_ids=Q020_E01;Q020_E02;Q020_E03;Q020_E04;Q020_E05;Q020_E06,,,accept,keep,,,
R00096,Q020,Q020-C15,Q020-E0035,¿Qué recomendaciones específicas hay para pacientes tratadas con tamoxifeno?,Patients on tamoxifen treatment will require age-appropriate gynecological screening.,"Neither gynecological screening nor risk-reducing surgery is recommended unless there is a positive family history of OC, in which case medical management should be individualized by a multidisciplinary team. Tamoxifen, anastrozole, exemestane, and raloxifene might be offered for BC chemoprevention for a maximum of 5 years to women at high and moderate-risk for BC (I, A) [27].",mama_en_seom-geicam-solti_clinical-guidelines-hereditary-breast-ovarian-cancer_2019,6,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.7143; text_verified_in=DB_snapshot,0,,reject,La evidencia no apoya este claim.,,,
R00097,Q021,Q021-C02,Q021-E0045,¿Qué síntomas causa la falta de estrógenos?,"presente síntomas de menopausia, de ellos los más frecuentes son: sofocos, el insomnio, la dispareunia o dolor en las relaciones sexuales debido a la sequedad vaginal.","Sexualidad 197 Sexualidad 197 Tratamiento sintomático El objetivo del tratamiento sintomático es mejorar la calidad de vida y combatir síntomas tan molestos y a veces tan frecuentes como sofocos, insomnio, sudoración nocturna, estados depresivos o dolor en las relaciones sexuales por sequedad vaginal.",mama_es_novartis_guia-pacientes-CM_2025,99,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.7692; text_verified_in=DB_snapshot,1,,reject,"Aunque la evidencia menciona los síntomas del claim, no se refieren a lo mismo.",,,
R00098,Q021,Q021-C07,,¿Qué síntomas causa la falta de estrógenos?,"Los niveles reducidos de estrógenos y andrógenos están asocia dos con alteraciones en la estructura del tejido genital, incluida la red nerviosa, pudiendo producir molestias o una disminución de las sen saciones a nivel genital disminuyendo la satisfacción sexual.",,,,,,claim_not_fully_supported,"Confirm claim segmentation, evidence grade, scope and direct support.",Machine coverage only; second-pass DB snapshot and all extracted PDF pages searched.,,,accept,El claim aparece textualmente en mama_es_novartis_guia-pacientes-CM_2025.pdf,,,
R00099,Q021,Q021-C07,Q021-E0036,¿Qué síntomas causa la falta de estrógenos?,"Los niveles reducidos de estrógenos y andrógenos están asocia dos con alteraciones en la estructura del tejido genital, incluida la red nerviosa, pudiendo producir molestias o una disminución de las sen saciones a nivel genital disminuyendo la satisfacción sexual.","Los niveles reducidos de estrógenos y andrógenos están asociados con alteraciones en la estructura del tejido genital, incluida la red nerviosa, pudiendo producir molestias o una disminución de las sensaciones a nivel genital disminuyendo la satisfacción sexual.",mama_es_novartis_guia-pacientes-CM_2025,85,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.8696; text_verified_in=DB_snapshot,3,Q021-C07,accept,La evidencia si apoya el claim.,,,
R00100,Q023,Q023-C01,Q023-E0045,¿Qué efecto tiene la quimioterapia sobre los ovarios?,"La quimioterapia induce insuficiencia ovárica en más del 80 % de las mujeres mayores de 40 años y en más del 20 % de las mujeres mayores de 30, además, por su parte, la terapia endocrina tiene como objetivo reducir los niveles de estrógenos del organismo, provocando síntomas muy severos relacionados con la menopausia.","Guía Pacientes con cáncer de mama 182 Sexualidad 183 Guía Pacientes con cáncer de mama182 2.3 Salud sexual y reproductiva en mujeres premeno- paúsicas con cáncer de mama La quimioterapia induce insuficiencia ovárica en más del 80 % de las mujeres mayores de 40 años y en más del 20 % de las mujeres mayores de 30, además, por su parte, la terapia endocrina tiene como objetivo reducir los niveles de estrógenos del organismo, provocando síntomas muy severos relacionados con la menopausia.",mama_es_novartis_guia-pacientes-CM_2025,92,3,high,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",claim text appears directly in evidence; best_token_coverage=1.0000; text_verified_in=PDF,3,Q023-C01,accept,La evidencia si apoya el claim.,,,
R00101,Q023,Q023-C02,Q023-E0046,¿Qué efecto tiene la quimioterapia sobre los ovarios?,"Por tanto, es indispensa ble informar y conversar sobre la criopreservación de ovocitos, espe cialmente en las pacientes más jóvenes, antes de la quimioterapia o la ovariectomía profiláctica, por si después quieren tener hijos.","Por tanto, es indispensa- ble informar y conversar sobre la criopreservación de ovocitos, espe- cialmente en las pacientes más jóvenes, antes de la quimioterapia o la ovariectomía profiláctica, por si después quieren tener hijos.",mama_es_novartis_guia-pacientes-CM_2025,92,3,high,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",nearly complete distinctive-token coverage with numeric consistency; best_token_coverage=1.0000; text_verified_in=PDF,3,Q023-C02,accept,La evidencia si apoya el claim.,,,
R00102,Q025,Q025-C01,Q025-E0025,¿Puedo quedarme embarazada después de un tratamiento de cancer?,Available data suggest that pregnancy is safe after breast cancer treatment," Premenopausal women considering pregnancy should be informed that available evidence suggests that pregnancy seems to be safe after breast cancer treatment [III, A].",mama_en_esmo_early-breast-cancer-guidelines_2023,16,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.7143; text_verified_in=DB_snapshot,3,Q025-C01,accept,La evidencia si apoya el claim.,,,
R00103,Q025,Q025-C06,Q025-E0083,¿Puedo quedarme embarazada después de un tratamiento de cancer?,"La mayoría de las guías recomiendan posponer el embarazo duran te al menos 2 años después del tratamiento del cáncer de mama, según el estadio y el tratamiento recibido.","La mayoría de las guías recomiendan posponer el embarazo duran- te al menos 2 años después del tratamiento del cáncer de mama, según el estadio y el tratamiento recibido.",mama_es_novartis_guia-pacientes-CM_2025,93,3,high,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",nearly complete distinctive-token coverage with numeric consistency; best_token_coverage=1.0000; text_verified_in=PDF,3,Q025-C06,accept,La evidencia si apoya el claim.,,,
R00104,Q025,Q025-C08,Q025-E0082,¿Puedo quedarme embarazada después de un tratamiento de cancer?,"Estudios recientes evidencian que, en pacientes con cáncer de mama, pausar la terapia endocrina para poder quedarse embara zadas —bajo control médico y durante un periodo temporal que no supere los 2 años— no incrementa el riesgo de recaída a corto pla zo.","Estudios recientes evidencian que, en pacientes con cáncer de mama, pausar la terapia endocrina para poder quedarse embara- zadas —bajo control médico y durante un periodo temporal que no supere los 2 años— no incrementa el riesgo de recaída a corto pla- zo.",mama_es_novartis_guia-pacientes-CM_2025,93,3,high,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",nearly complete distinctive-token coverage with numeric consistency; best_token_coverage=1.0000; text_verified_in=PDF,3,Q025-C08,accept,La evidencia si apoya el claim.,,,
R00105,Q026,Q026-C01,,¿cuáles son los factores de riesgo del cancer de mama?,"El cáncer de mama tiene un origen multifactorial, y, en la mayoría de los casos, no se puede identificar de forma clara la causa.",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,accept,keep,,,
R00106,Q026,Q026-C02,,¿cuáles son los factores de riesgo del cancer de mama?,"Sí conocemos sin embargo muchos factores de riesgo asociados al cáncer de mama, que pueden dividirse en factores de riesgo modificables o no modificables.",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,uncertain,"rewrite to: Existen varios factores de riesgo asociados al cáncer de mama, que pueden dividirse en factores de riesgo modificables o no modificables.",,,
R00107,Q026,Q026-C03,,¿cuáles son los factores de riesgo del cancer de mama?,La mayor parte de los ellos se relaciona con los antecedentes reproductivos que modulan la exposición hormonal durante la vida.,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,uncertain,rewrite to: La mayor parte de los factores de riesgo se relaciona con los antecedentes reproductivos que modulan la exposición hormonal durante la vida.,,,
R00108,Q026,Q026-C04,,¿cuáles son los factores de riesgo del cancer de mama?,La edad es el principal factor de riesgo para padecer un cáncer de mama.,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,accept,keep,,,
R00109,Q026,Q026-C05,,¿cuáles son los factores de riesgo del cancer de mama?,El riesgo aumenta al aumentar la edad.,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,accept,keep,,,
R00110,Q026,Q026-C05,Q026-E0067,¿cuáles son los factores de riesgo del cancer de mama?,El riesgo aumenta al aumentar la edad.,Padecer sobrepeso u obesidad en la edad adulta o ganar mucho peso en poco tiempo aumenta el riesgo de padecer cáncer de mama en la posmenopausia en el caso de las mujeres.,mama_es_novartis_guia-pacientes-CM_2025,64,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.7500; text_verified_in=DB_snapshot,0,,reject,La evidencia no apoya este claim.,,,
R00111,Q026,Q026-C05,Q026-E0072,¿cuáles son los factores de riesgo del cancer de mama?,El riesgo aumenta al aumentar la edad.,"Como hemos comentado anteriormente, la quimioterapia produce una disminución de la reserva ovárica, disminución que dependerá del tipo de quimioterapia, la dosis y la edad de la paciente, a mayor edad hay mayor riesgo. Se aconsejan los tratamientos combinados (criopreservación de óvulos y embriones y criopreservación de tejido ovárico) con la intención de aumentar la probabilidad de fertilidad.",mama_es_novartis_guia-pacientes-CM_2025,92,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.7500; text_verified_in=DB_snapshot,1,,reject,La evidencia menciona el mayor riesgo con la edad pero se refieren a cosas diferentes. El claim habla de los factores de riesgo para el cáncer de mama y la evidencia sobre la quimioterapia.,,,
R00112,Q026,Q026-C05,Q026-E0109,¿cuáles son los factores de riesgo del cancer de mama?,El riesgo aumenta al aumentar la edad.,"Los principales factores de riesgo del cáncer de próstata son: · Envejecimiento: El riesgo de cáncer de próstata está muy influido por la edad. Después de los 50 años, el riesgo aumenta de forma exponencial cada año.",prostata_es_gepac_guia-cancer-de-prostata_2020,25,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.7500; text_verified_in=DB_snapshot,0,,reject,La evidencia habla sobre cancér de próstata y el claim sobre cáncer de mama. No hay relación entre ambos.,,,
R00113,Q026,Q026-C05,Q026-E0116,¿cuáles son los factores de riesgo del cancer de mama?,El riesgo aumenta al aumentar la edad.,"No está clara la influencia de la vitamina D sobre el cáncer de próstata. Obesidad: Parece que la obesidad aumenta el riesgo de tener cáncer de próstata y su agresividad. Tabaco: A pesar de que su asociación no es tan clara como con otros tipos de cáncer, se ha visto que el hábito tabáquico puede aumentar el riesgo de cáncer de próstata (sobre todo en personas de alto riesgo como los hombres de raza negra) y su mortalidad.",prostata_es_seom_cancer-prostata_2025,3,2,medium,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",substantial but incomplete direct token coverage; best_token_coverage=0.7500; text_verified_in=DB_snapshot,0,,reject,La evidencia habla sobre cancér de próstata y el claim sobre cáncer de mama. No hay relación entre ambos.,,,
R00114,Q026,Q026-C06,,¿cuáles son los factores de riesgo del cancer de mama?,"Historia personal de cáncer de mama invasivo (las mujeres que han tenido un cáncer de mama invasivo tienen más riesgo de padecer un cáncer de mama contralateral), carcinoma ductal in situ o lesiones benignas como la hiperplasia epitelial atípica.",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,uncertain,"rewrite to: La historia personal puede ser un factor de riesgo para padecer cáncer de mama. Por ejemplo, las mujeres que han tenido un cáncer de mama invasivo tienen más riesgo de padecer un cáncer de mama contralateral.",,,
R00115,Q026,Q026-C07,,¿cuáles son los factores de riesgo del cancer de mama?,Densidad mamaria elevada en las mamografías.,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,accept,keep,,,
R00116,Q026,Q026-C08,,¿cuáles son los factores de riesgo del cancer de mama?,"Historia menstrual larga, con una menarquia (edad de primera regla) temprana o una menopausia tardía 5.",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,accept,keep,,,
R00117,Q026,Q026-C09,,¿cuáles son los factores de riesgo del cancer de mama?,"Exposición a radiaciones ionizantes, sobre todo durante la pubertad 6.",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,accept,keep,,,
R00118,Q026,Q026-C10,,¿cuáles son los factores de riesgo del cancer de mama?,"Factores genéticos como mutaciones hereditarias en genes que asocian un aumento del riesgo de cáncer de mama, como BRCA1, BRCA2, PALB2, PTEN, TP53, ATM o CHEK 2entre otros.",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,accept,keep,,,
R00119,Q026,Q026-C11,,¿cuáles son los factores de riesgo del cancer de mama?,Factores de riesgo modificables: 8.,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,reject,reject,,,
R00120,Q026,Q026-C12,,¿cuáles son los factores de riesgo del cancer de mama?,"Factores reproductivos como la nuliparidad (no haber estado embarazada nunca), un primer embarazo por encima de los 30 años o la ausencia de lactancia materna.",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,accept,keep,,,
R00121,Q026,Q026-C13,,¿cuáles son los factores de riesgo del cancer de mama?,"El uso de terapia hormonal sustitutiva después de la menopausia aumenta el riesgo de cáncer de mama así como el uso de anticonceptivos orales, aunque el incremento absoluto es bajo..",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,accept,keep,,,
R00122,Q026,Q026-C14,,¿cuáles son los factores de riesgo del cancer de mama?,Consumo de alcohol.,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed;very_short_claim,,,uncertain,rewrite to: El consumo de alcohol es un factor de riesgo para el cáncer de mama.,,,
R00123,Q026,Q026-C15,,¿cuáles son los factores de riesgo del cancer de mama?,"Sobrepeso y obesidad, ya que la grasa es la principal fuente de estrógenos tras la menopausia.",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,accept,keep,,,
R00124,Q026,Q026-C16,,¿cuáles son los factores de riesgo del cancer de mama?,Sedentarismo 13.,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed;very_short_claim,,,uncertain,rewrite to: El sedentarismo es un factor de riesgo para el cáncer de mama.,,,
R00125,Q026,Q026-C17,,¿cuáles son los factores de riesgo del cancer de mama?,"Dietas inadecuadas, alejadas de la dieta mediterránea",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,accept,keep,,,
R00126,Q026,Q026-C18,,¿cuáles son los factores de riesgo del cancer de mama?,"Se desconoce la causa precisa del cáncer de mama, pero se han identificado diversos factores de riesgo que pueden aumentar la probabilidad de desarrollar la enfermedad.",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,accept,keep,,,
R00127,Q026,Q026-C19,,¿cuáles son los factores de riesgo del cancer de mama?,"Es importante recordar que el hecho de tener un factor de riesgo aumenta el riesgo de desarrollar cáncer, pero eso no significa que se vaya a padecer cáncer seguro.",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,accept,keep,,,
R00128,Q026,Q026-C20,,¿cuáles son los factores de riesgo del cancer de mama?,"De la misma forma, el hecho de no tener un factor de riesgo no significa que nunca se vaya a padecer cáncer.",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,accept,keep,,,
R00129,Q026,Q026-C21,,¿cuáles son los factores de riesgo del cancer de mama?,Género femenino,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed;very_short_claim,,,uncertain,rewrite to: El género femenino es un factor de riesgo para el cáncer de mama.,,,
R00130,Q026,Q026-C22,,¿cuáles son los factores de riesgo del cancer de mama?,Edad avanzada,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed;very_short_claim,,,uncertain,rewrite to: La edad avanzada es un factor de riesgo para el cáncer de mama.,,,
R00131,Q026,Q026-C22,Q026-E0126,¿cuáles son los factores de riesgo del cancer de mama?,Edad avanzada,TELEASISTENCIA El servicio de teleasistencia es un recurso de gran utilidad para aque- llos pacientes de edad avanzada que viven solos y no precisan de cuida- dos continuados en su domicilio.,general_es_pfizer_manual-pacientes_2007,169,3,high,machine_evidence_judgment_review,"Confirm claim segmentation, evidence grade, scope and direct support.",claim text appears directly in evidence; best_token_coverage=1.0000; text_verified_in=PDF,0,,reject,El claim habla sobre un factor de riesgo del cáncer de mama y la evidencia sobre la teleasistencia.,,,
R00132,Q026,Q026-C23,,¿cuáles son los factores de riesgo del cancer de mama?,Predisposición genética (Antecedentes familiares o mutaciones en ciertos genes),,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,accept,keep,,,
R00133,Q026,Q026-C24,,¿cuáles son los factores de riesgo del cancer de mama?,Exposición a estrógenos,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,accept,keep,,,
R00134,Q026,Q026-C25,,¿cuáles son los factores de riesgo del cancer de mama?,Exposición a radiaciones ionizantes,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,accept,keep,,,
R00135,Q026,Q026-C26,,¿cuáles son los factores de riesgo del cancer de mama?,Tener pocos hijos,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed;very_short_claim,,,accept,keep,,,
R00136,Q026,Q026-C27,,¿cuáles son los factores de riesgo del cancer de mama?,Historia de hiperplasia atípica,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,accept,keep,,,
R00137,Q026,Q026-C28,,¿cuáles son los factores de riesgo del cancer de mama?,Obesidad,,,,,,claim_not_fully_supported,"Confirm claim segmentation, evidence grade, scope and direct support.",Machine coverage only; second-pass DB snapshot and all extracted PDF pages searched.,,,accept,,,,
R00138,Q026,Q026-C28,,¿cuáles son los factores de riesgo del cancer de mama?,Obesidad,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed;very_short_claim,,,uncertain,rewrite to: La obesidad es un factor de riesgo para el cáncer de mama.,,,
R00139,Q026,Q026-C29,,¿cuáles son los factores de riesgo del cancer de mama?,Alcohol,,,,,,claim_not_fully_supported,"Confirm claim segmentation, evidence grade, scope and direct support.",Machine coverage only; second-pass DB snapshot and all extracted PDF pages searched.,,,accept,,,,
R00140,Q026,Q026-C29,,¿cuáles son los factores de riesgo del cancer de mama?,Alcohol,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed;very_short_claim,,,uncertain,rewrite to: El alcohol es un factor de riesgo para el cáncer de mama.,,,
R00141,Q026,Q026-C30,,¿cuáles son los factores de riesgo del cancer de mama?,La historia familiar de cáncer de mama,,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,accept,keep,,,
R00142,Q026,Q026-C31,,¿cuáles son los factores de riesgo del cancer de mama?,"Para las mujeres con un pariente de primer grado (padre/madre, hermano/a o hijo/a) con cáncer de mama se dobla el riesgo de desarrollar cáncer de mama en comparación con una mujer sin antecedentes familiares de este tipo.",,,,,,claim_segmentation_review,"Confirm claim segmentation, evidence grade, scope and direct support.",compound_claim_possible;many_claims_from_single_question;source_evidence_ids=Q026_E01;Q026_E02;standalone_enumeration_marker_removed,,,accept,keep,,,
